Date,Close,RSI_14,MACD,MACD_signal
2010-02-25,21.549320220947266,45.8117461404567,-0.3755337849730011,-0.5627467210104089
2010-02-26,21.602066040039062,46.92373448397434,-0.3396422306367199,-0.5181258229356711
2010-03-01,21.86577796936035,52.20462725842662,-0.2866146511893674,-0.4718235885864104
2010-03-02,21.443832397460938,44.56439821006536,-0.2754620388258466,-0.4325512786342976
2010-03-03,21.443832397460938,44.56439821006536,-0.2635850685829091,-0.39875803662402
2010-03-04,21.57191467285156,47.28064624264635,-0.2410585420812658,-0.3672181377154692
2010-03-05,21.541793823242188,46.70112301260267,-0.2230652510065773,-0.3383875603736909
2010-03-08,21.57191467285156,47.395499536685534,-0.2040230862241614,-0.311514665543785
2010-03-09,21.70001792907715,50.35764886164984,-0.1765598986618322,-0.2845237121673944
2010-03-10,21.828102111816406,53.19551270729579,-0.1428135360094486,-0.2561816769358053
2010-03-11,21.9863338470459,56.5035882376275,-0.1021240988018448,-0.2253701613090132
2010-03-12,22.05414390563965,57.87758711431739,-0.0636717533091832,-0.1930304797090472
2010-03-15,22.069215774536133,58.19369288518343,-0.0316173534436003,-0.1607478544559579
2010-03-16,22.12949562072754,59.50267943660291,-0.0013345469758796,-0.1288651929599422
2010-03-17,22.32539749145508,63.50222707428093,0.0380340067189806,-0.0954853530241576
2010-03-18,22.3103256225586,62.98682341418796,0.0672425648674419,-0.0629397694458377
2010-03-19,22.29526710510254,62.44152798656355,0.0881592165557236,-0.0327199722455254
2010-03-22,22.302791595458984,62.6156890575083,0.1041424874333181,-0.0053474803097567
2010-03-23,22.51376724243164,67.20725535062445,0.1323081502733174,0.022183645806858
2010-03-24,22.340471267700195,60.62104320215038,0.139043299525241,0.0455555765505346
2010-03-25,22.611719131469727,66.20381382472262,0.1643735930629191,0.0693191798530115
2010-03-26,22.34800148010254,57.64686683278791,0.1613087557761083,0.0877170950376309
2010-03-29,22.29526710510254,56.08577711948847,0.1528625227932636,0.1007461805887574
2010-03-30,22.430885314941406,59.14955865594063,0.1553216273916504,0.111661269949336
2010-03-31,22.069215774536133,49.2761337298922,0.1266270978293739,0.1146544355253436
2010-04-01,21.97126197814941,46.98842248735355,0.0948886068898531,0.1107012697982455
2010-04-05,22.05414390563965,49.14003419294381,0.0755525799206218,0.1036715318227208
2010-04-06,22.091821670532227,50.13094436611805,0.0625479066464649,0.0954468067874696
2010-04-07,22.11442947387696,50.75097589021952,0.0534497348991003,0.0870473924097958
2010-04-08,22.54390525817871,60.73770567412007,0.0799726003986052,0.0856324340075576
2010-04-09,22.860366821289062,66.17982965385963,0.1250860516175755,0.0935231575295612
2010-04-12,22.84528923034668,65.71248602564499,0.1578030952995135,0.1063791450835517
2010-04-13,22.943246841430664,67.3268186240245,0.1894520632245466,0.1229937287117507
2010-04-14,23.22203826904297,71.44715208280601,0.2343290372975666,0.1452607904289139
2010-04-15,23.25970268249512,71.96158747385824,0.2698232119344617,0.1701732747300234
2010-04-16,23.109006881713867,66.77756793453887,0.2825358123775743,0.1926457822595336
2010-04-19,23.38779067993164,70.94726060630715,0.3115152090227155,0.21641966761217
2010-04-20,23.62890243530273,73.98801696713817,0.3499038198253146,0.2431164980547989
2010-04-21,23.60630416870117,73.21456482395084,0.3741901481061411,0.2693312280650674
2010-04-22,23.65150451660156,73.80442799182987,0.3925593487500514,0.2939768522020642
2010-04-26,23.440534591674805,66.44905294571622,0.3856480521236349,0.3123110921863784
2010-04-27,23.2446346282959,60.42690722737467,0.360211021481561,0.3218910780454149
2010-04-28,23.28984642028809,61.29865446178095,0.3397833937416301,0.325469541184658
2010-04-29,23.357650756835938,62.62826449883666,0.3253155596102708,0.3254387448697806
2010-04-30,23.011064529418945,52.66775526229179,0.2826251579229719,0.3168760274804189
2010-05-03,23.252168655395508,57.70691946126289,0.2651908400644132,0.3065389899972177
2010-05-04,22.70212745666504,45.74239222329688,0.2046314260022654,0.2861574771982273
2010-05-05,22.49116325378418,42.134116045650536,0.1380235563391174,0.2565306930264053
2010-05-10,21.805503845214844,33.01789851009967,0.0295685084112982,0.2111382561033839
